㐀	qiū
㯥	cáo zāo
㯦	qí
㯩	tì
㯪	líng
㯫	qú
㯬	liǎn
㯭	lǔ
㯮	shú
㯯	gòng dǎn jù
㯰	zhé
㯱	pāo
㯲	jìn
㯳	qíng
㯶	zōng
㯷	pú
㯸	jǐn
㯹	biǎo
㯺	jiàn
㯻	gǔn
㯾	zāo
㯿	liè là
㰀	lí
㰁	luǒ
㰂	shěn
㰃	mián miàn
㰄	jiàn
㰅	dí zhé
㰆	bèi
㰈	liǎn
㰊	xián
㰋	pín
㰌	què
㰍	lóng
㰎	zuì
㰐	jué
㰑	shān
㰒	xué
㰔	xiè
㰖	lǎn
㰗	qí
㰘	yí
㰙	nuó
㰚	lí
㰛	yuè
㰝	yǐ
㰞	chī
㰟	jì qì
㰠	hāng
㰡	xiè
㰢	kēng
㰣	zī
㰤	hē qiè
㰥	xì huì
㰦	qù
㰧	hāi
㰨	xiā
㰩	hāi
㰪	guī
㰫	chān
㰬	xún
㰭	xū
㰮	shèn
㰯	tòu tǒu hòu kòu
㰰	xiā qiè hē
㰱	shà
㰲	yū xù
㰳	yà yā
㰴	pǒu
㰵	zú
㰶	yǒu ǒu
㰷	zì
㰸	liǎn
㰹	xiān xiàn hǎn
㰺	xià xiá
㰻	yǐ xī hòu
㰼	shà qiè
㰽	yàn
㰾	jiào
㰿	xī
㱀	chǐ
㱁	shì kuǎn
㱂	kāng
㱃	yǐn
㱄	hēi mò
㱅	yì
㱆	xī
㱇	sè xì
㱈	jìn
㱉	yè
㱊	yōu
㱋	què
㱌	yé chè
㱍	luán
㱎	kūn
㱏	zhèng
㱔	xiē
㱖	cuì
㱗	xiū
㱘	àn
㱙	xiǔ guǎ
㱚	cán
㱛	chuǎn bù
㱜	zhá
㱞	yì lā
㱟	pī pǐ
㱠	kū gū
㱡	shēng
㱢	láng
㱣	tuǐ
㱤	xī
㱥	líng lèng
㱦	qī
㱧	wò yuǎn
㱨	liàn
㱩	dú
㱪	mèn
㱫	làn
㱬	wěi
㱭	duàn
㱮	kuài
㱯	ái
㱰	zǎi
㱱	huì
㱲	yì
㱳	mò
㱴	zì
㱵	fèn
㱶	péng bēng
㱸	bì
㱹	lì
㱺	lú
㱻	luò
㱼	hāi
㱽	zhěn qín
㱾	gāi kāi
㱿	què hù qiǎng
㲀	zhēn chēn
㲁	kōng zhōng
㲂	chéng
㲃	jiù
㲄	kū jué
㲅	jì
㲆	líng
㲈	sháo táo
㲉	què
㲊	ruì
㲋	chuò
㲌	nèng
㲍	zhī
㲎	lóu
㲏	pāo
㲒	bào qú
㲓	shù róng
㲔	xiān
㲕	lèi
㲖	xiāo
㲗	fū
㲘	qú
㲚	shā
㲛	zhǐ
㲜	tán
㲝	rǒng
㲞	sū zú
㲟	yǐng
㲠	máo
㲡	nài
㲢	biàn
㲤	shuāi
㲥	táng
㲦	hàn
㲧	sào
㲨	róng
㲪	dēng
㲫	pú
㲬	jiāo
㲭	tǎn
㲯	rán
㲰	níng
㲱	liè
㲲	dié
㲳	dié zhì
㲴	zhòng
㲶	lǜ
㲷	dàn
㲸	xī
㲹	guǐ
㲺	jí
㲻	nì
㲼	yì chà
㲽	niàn rěn
㲾	yǔ
㲿	wǎng
㳀	guò
㳁	zè
㳂	yán yàn
㳃	cuì
㳄	xián
㳅	jiǎo
㳆	tǒu
㳇	fù
㳈	pèi
㳊	yōu zhōng
㳋	qiū
㳌	yā
㳍	bù
㳎	biàn
㳏	shì
㳐	zhá
㳑	yì
㳒	biàn
㳔	duì
㳕	lán
㳖	yī
㳗	chài chà
㳘	chōng
㳙	xuàn
㳚	xù
㳛	yóu yú
㳜	xiū
㳠	tà
㳡	guō
㳥	lòng
㳦	xiè
㳧	chè rè
㳨	jiǎn
㳩	tān
㳪	pì
㳫	zǎn
㳬	xuán
㳭	xián
㳮	niào
㳴	mì
㳵	jì
㳶	nǒu rǔ
㳷	hū mǐn wěn tuì
㳸	huā
㳹	wǎng wāng
㳺	yóu
㳻	zé
㳼	bì yù
㳽	mǐ
㳾	qiāng
㳿	xiè
㴀	fān fàn
㴁	yì
㴂	tān
㴃	lèi
㴄	yǒng
㴆	jìn
㴇	shè máng
㴈	yìn
㴉	jǐ
㴋	sù
㴏	wǎng
㴐	miàn miǎn
㴑	sù
㴒	yì
㴓	shāi
㴔	xī yì sè
㴕	jí
㴖	luò
㴗	yōu
㴘	mào
㴙	zhǎ zhá
㴚	suì
㴛	zhì
㴜	biàn
㴝	lí
㴥	qiào
㴦	guàn
㴧	xī
㴨	zhèn
㴩	yōng
㴪	niè
㴫	jùn yá
㴬	xiè
㴭	yǎo
㴮	xiè
㴯	zhī
㴰	néng
㴲	sī
㴳	lǒng
㴴	chén
㴵	mì
㴶	què hú
㴷	dān
㴸	shǎn
㴼	sù
㴽	xiè
㴾	bó
㴿	dǐng
㵀	zú
㵂	shù
㵃	shé
㵄	hàn yù
㵅	tān tàn
㵆	gǎo
㵊	nà
㵋	mì
㵌	xún
㵍	mèn
㵎	jiàn
㵏	cuǐ
㵐	jué
㵑	hè
㵒	fèi pài bì
㵓	shí
㵔	chě
㵕	shèn
㵖	nǜ
㵗	píng
㵘	màn
㵝	yì
㵞	chóu
㵠	kū
㵡	báo
㵢	léi
㵣	kě
㵤	shà
㵥	bì
㵦	suí
㵧	gé yì
㵨	pì bó
㵩	yì
㵪	xián yàn yán
㵫	nì
㵬	yíng
㵭	zhǔ
㵮	chún
㵯	féng
㵰	xù
㵱	piǎo
㵲	wǔ
㵳	liáo
㵴	cáng
㵵	zòu jù
㵶	zuō
㵷	biàn
㵸	yào
㵹	huán mò
㵺	pài
㵻	xiū
㵽	lěi
㵾	qìng jìng
㵿	xiào
㶀	jiāo
㶁	guó huò
㶄	yán
㶅	xué
㶆	zhū chú
㶇	héng
㶈	yíng
㶉	xī
㶌	lián
㶍	xiǎn
㶎	huán
㶏	yīn
㶑	liàn
㶒	shǎn shěn tàn
㶓	cáng
㶔	bèi
㶕	jiǎn
㶖	shù
㶗	fàn fán
㶘	diàn
㶚	bà
㶛	yú
㶞	nǎng
㶟	lěi
㶠	yì
㶡	dài huǒ
㶣	chán yín
㶤	chǎo
㶥	gān
㶦	jìn
㶧	nèn
㶫	liǎo
㶬	mò
㶭	yǒu
㶯	liù
㶰	hán
㶲	yòng
㶳	jìn
㶴	chǐ
㶵	rèn
㶶	nóng
㶹	hòng
㶺	tiàn
㶼	āi xī
㶽	guā
㶾	biāo
㶿	bó
㷀	qióng
㷂	shù
㷃	chuǐ
㷄	huǐ
㷅	chǎo
㷆	fù
㷇	huī guài
㷈	è
㷉	wèi
㷊	fén
㷋	tán
㷍	lún
㷎	hè
㷏	yǒng
㷐	huǐ
㷒	yú
㷓	zǒng
㷔	yàn
㷕	qiú
㷖	zhào
㷗	jiǒng
㷘	tái
㷟	tuì
㷠	lín
㷡	jiǒng
㷢	zhǎ
㷣	xīng
㷤	hù xuè
㷦	xù
㷪	cuì
㷫	qǐng
㷬	mò
㷮	zāo
㷯	bèng
㷰	chī lí
㷳	yàn
㷴	gé
㷵	mò
㷶	bèi
㷷	juǎn
㷸	dié
㷹	zhào shào
㷻	wú
㷼	yàn
㷾	jué
㷿	xiān
㸀	tái
㸁	hǎn
㸃	diǎn
㸄	jì
㸅	jié jí
㸇	zuǎn
㸉	xiè
㸊	lài là
㸋	fán
㸌	huò
㸍	xì
㸎	niè
㸏	mí
㸐	rán
㸑	cuàn
㸒	yín jīng
㸓	mì
㸕	jué
㸖	qū
㸗	tóng
㸘	wàn
㸙	zhē
㸚	lǐ lì
㸛	sháo
㸜	kòng
㸝	xiān kǎn
㸞	zhé
㸟	zhī
㸠	tiǎo
㸡	shū
㸢	bèi
㸣	yè
㸤	piàn
㸥	chàn
㸦	hù jià
㸧	kèn
㸨	jiū
㸩	ān
㸪	chún
㸫	qián
㸬	bèi
㸭	bā
㸮	fén
㸯	kē
㸰	tuó
㸱	tuó
㸲	zuó
㸳	líng
㸵	guǐ
㸶	yān
㸷	shì
㸸	hǒu ǒu kǒu
㸹	liè luō
㸺	shā
㸻	sì
㸽	bèi
㸾	rèn
㸿	dú
㹀	bó
㹁	liáng
㹂	qiǎn
㹃	fèi
㹄	jì
㹅	zǒng
㹆	huī
㹇	hé jiān
㹈	lí
㹉	yuán wán
㹊	yuè
㹋	xiū
㹌	chǎn shèng
㹍	dí
㹎	léi
㹏	jǐn
㹐	chóng
㹑	sì
㹒	pǔ
㹓	yǎo
㹔	jiāng
㹕	huān
㹖	huàn
㹗	tāo
㹘	rù
㹙	wěng
㹚	yíng
㹛	ráo
㹜	yín
㹝	shì
㹞	yín yǐn yá
㹟	jué kuài
㹠	tún
㹡	xuán
㹢	jiā gā
㹣	zhōng
㹤	qiè
㹥	zhù
㹦	diāo
㹨	yòu
㹫	yí
㹬	shǐ
㹭	yì
㹮	mò
㹱	què
㹲	xiāo xiào
㹳	wú
㹴	gēng gěng
㹵	yǐng
㹶	tíng
㹷	shǐ
㹸	ní
㹹	gēng
㹺	tà
㹻	wō wēi
㹼	jú
㹽	chǎn
㹾	piǎo jiào
㹿	zhuó zhào
㺀	náo hū
㺁	nǎo
㺂	yán gǎn
㺃	gǒu
㺄	yú yǔ
㺅	hóu
㺇	sī
㺈	chī
㺉	hù
㺊	yàng
㺋	wēng
㺌	xiàn
㺍	pín
㺎	róng
㺏	lóu
㺐	lǎo sāo
㺑	shān shàn sāo shǎn
㺒	xiāo nǎo qiāo xiào
㺓	zé
㺔	hài huī
㺕	fán biàn
㺖	hǎn
㺗	chān
㺘	zhàn
㺚	tǎ
㺛	zhù
㺜	nóng
㺝	hàn
㺞	yú
㺟	zhuó
㺠	yòu
㺡	lì
㺢	huō huò
㺣	xī
㺤	xiān
㺥	chán
㺦	lián
㺨	sī
㺩	jiù qiú
㺪	pú
㺫	qiú
㺬	gǒng
㺭	zǐ
㺮	yú
㺱	réng
㺲	niǔ
㺳	méi
㺴	bā
㺵	jiú
㺷	xù
㺸	píng
㺹	biàn
㺺	mào
㺿	yí
㻀	yú
㻂	píng
㻃	qū
㻄	bǎo
㻅	huì
㻉	bù
㻊	máng
㻋	là
㻌	tú
㻍	wú
㻎	lì sè
㻏	líng
㻑	jì
㻒	jùn
㻓	zōu
㻔	duǒ
㻕	jué
㻖	dài
㻗	bèi
㻝	là
㻞	bīn bān
㻟	suí
㻠	tú
㻡	xuē dié
㻧	duò
㻪	suì
㻫	bì
㻬	tū
㻭	sè
㻮	càn
㻯	tú
㻰	miǎn
㻱	jīn
㻲	lǚ
㻵	zhàn
㻶	bǐ
㻷	jí
㻸	zēn
㻹	xuān
㻺	lì
㻽	suì xuán
㻾	yōng
㻿	shǔ
㼂	é
㼇	qióng
㼈	luó
㼉	zhèn
㼊	tún
㼋	gū rǔ
㼌	yǔ
㼍	lěi
㼎	bó
㼏	něi
㼐	pián
㼑	liàn
㼒	tǎng
㼓	lián
㼔	wēn
㼕	dāng
㼖	lì
㼗	tíng
㼘	wǎ
㼙	zhòu
㼚	gāng
㼛	xíng
㼜	àng
㼝	fàn
㼞	pèng bèng
㼟	bó
㼠	tuó
㼡	shū
㼢	yí
㼣	bó
㼤	qiè
㼥	tǒu kǎo
㼦	gǒng
㼧	tóng
㼨	hán
㼩	chéng shèng
㼪	jié
㼫	huàn huà
㼬	xìng
㼭	diàn
㼮	chāi qì
㼯	dòng
㼰	pí
㼱	ruǎn jùn
㼲	liè
㼳	shěng
㼴	ǒu
㼵	dì
㼶	yú
㼷	chuán zhuān
㼸	róng
㼹	kāng huāng
㼺	táng
㼻	cóng
㼼	piáo
㼽	chuǎng shuǎng
㼾	lù
㼿	tóng zhòng
㽀	zhèng
㽁	lì
㽂	sà
㽃	pān
㽄	sī
㽆	dāng
㽇	hú
㽈	yì
㽉	xiàn
㽊	xiè
㽋	luó
㽌	liù
㽎	tán xīn
㽏	gàn
㽑	tán
㽕	yóu
㽖	nán
㽘	gǎng
㽙	jùn
㽚	chì
㽛	gōu qú
㽜	wǎn
㽝	lì
㽞	liú
㽟	liè
㽠	xiá
㽡	bēi
㽢	ǎn
㽣	yù
㽤	jú
㽥	róu
㽦	xún
㽧	zī
㽨	cuó
㽩	càn
㽪	zěng
㽫	yōng
㽬	fù pì
㽭	ruǎn
㽯	xí
㽰	shù
㽱	jiǎo jiū niú
㽲	jiǎo xiǔ
㽳	xū
㽴	zhàng
㽷	shuì
㽸	chén
㽹	fǎn fàn
㽺	jí
㽻	zhī
㽽	gù
㽾	wù
㾀	qiè qǔ
㾁	shù
㾂	hāi
㾃	tuó
㾄	dú chóu
㾅	zǐ
㾆	rán
㾇	mù
㾈	fù
㾉	líng
㾊	jí cì sè
㾋	xiū xiù
㾌	xuǎn
㾍	nái
㾎	yā xiā
㾏	jiè yá
㾐	lì
㾑	dá hè
㾒	rú rù
㾓	yuān
㾔	lǚ
㾕	shěn
㾖	lǐ
㾗	liàng
㾘	gěng
㾙	xìn xì
㾚	xiē
㾛	qǐn
㾜	qiè
㾝	chè
㾞	yóu
㾟	bù
㾠	kuáng
㾡	què
㾢	ài
㾣	qīn
㾤	qiāng
㾥	chù
㾦	pèi pēi
㾧	kuò luǒ
㾨	yī qǐ ǎi
㾩	guāi
㾪	shěng
㾫	piān
㾭	zhòu
㾮	huáng
㾯	huī tuí
㾰	hú
㾱	bèi
㾴	zhā
㾵	jì
㾶	gǔ
㾷	xī
㾸	gǎo
㾹	chái zhài chí
㾺	mà
㾻	zhù chú
㾼	tuǐ
㾽	zhuì tuí
㾾	xiān lián
㾿	láng
㿃	zhì dài
㿄	ài
㿅	xiǎn
㿆	guō
㿇	xí xì
㿉	tuǐ
㿊	cǎn
㿋	sào
㿌	xiān
㿍	jiè
㿎	fèn fén
㿏	qún
㿑	yào
㿒	dǎo zhòu chóu
㿓	jiá
㿔	lěi
㿕	yán
㿖	lú lù
㿗	tuí
㿘	yíng
㿙	pì
㿚	luò
㿛	lì
㿜	biě
㿞	mào
㿟	bái
㿠	huàng
㿢	yào
㿣	hē
㿤	chǔn
㿥	hé
㿦	nìng
㿧	chóu
㿨	lì
㿩	tǎng
㿪	huán
㿫	bì
㿬	bā
㿭	chè lè
㿮	yàng
㿯	dá
㿰	áo bì
㿱	xué
㿳	zī
㿴	dā
㿵	rǎn
㿶	bāng
㿷	cuó cāo
㿸	wǎn mán
㿹	tà
㿺	báo
㿻	gān
㿼	yán
㿽	xī
㿾	zhù
㿿	yǎ
䀀	fàn
䀁	yòu
䀂	ān
䀃	tuí
䀄	méng
䀅	shè
䀆	jìn
䀇	gǔ
䀈	jì
䀉	qiáo
䀊	jiǎo
䀋	yán
䀌	xì
䀍	kàn
䀎	miǎn
䀏	xuàn xún
䀐	shān
䀑	wò
䀒	qiān
䀓	huàn
䀔	rèn
䀕	zhèn
䀖	tiān
䀗	jué xuè
䀘	xié jī
䀙	qì
䀚	áng
䀛	mèi wù mà
䀜	gǔ
䀞	tāo
䀟	fán
䀠	jù
䀡	chàn diān tàn
䀢	shùn
䀣	bì mà
䀤	mào
䀥	shuò
䀦	gǔ
䀧	hǒng
䀨	huà guā
䀩	luò
䀪	háng
䀫	jiá tǔn
䀬	quán
䀭	gāi
䀮	huāng
䀯	bǔ
䀰	gǔ
䀱	fēng
䀲	mù
䀳	ài
䀴	yǐng yà kēng
䀵	shùn
䀶	liàng lǎng
䀷	jié
䀸	chì
䀹	jié zhǎ shè jiá yà
䀺	chōu tāo
䀻	pìng
䀼	chēn rèn
䀽	yán
䀾	dǔ
䀿	dì
䁁	liàng
䁂	xiàn
䁃	biāo
䁄	xìng
䁅	měng mèng
䁆	yè
䁇	mì
䁈	qì
䁉	qì
䁊	wò
䁋	xiè zhé
䁌	yù
䁍	qià kān
䁎	chéng tíng chēng
䁏	yǎo
䁐	yīng yìng
䁑	yáng
䁒	jí zí
䁓	zōng zǒng jiè
䁔	xuān hàn
䁕	mín
䁖	lōu
䁗	kǎi
䁘	yǎo
䁙	yǎn
䁚	sǔn qióng
䁛	guì
䁜	huàng huǎng
䁝	yíng yǐng
䁞	shěng
䁟	chá
䁠	lián
䁢	xuán
䁣	chuán
䁤	chè zhé huǐ
䁥	nì
䁦	qù
䁧	miáo
䁨	huò
䁩	yú
䁪	zhǎn
䁫	hú méng
䁬	céng
䁭	biāo
䁮	qián
䁯	xī xié
䁰	jiǎng
䁱	kōu
䁲	mái
䁳	mǎng
䁴	zhǎn shǎn
䁵	biǎn huán
䁶	jī jiǎo
䁷	jué wù
䁸	náng nǒng
䁹	bì
䁺	shì yì
䁻	shuò lì
䁼	mò
䁽	liè
䁾	miè
䁿	mò
䂀	xī
䂁	chán
䂂	qú
䂃	jiào
䂄	huò
䂅	xiān
䂆	xù
䂇	niǔ
䂈	tóng
䂉	hóu
䂊	yù
䂌	chōng
䂍	bó
䂎	zuǎn cuān
䂏	diāo
䂐	zhuō
䂑	jī
䂒	qià
䂔	xìng
䂕	huì
䂖	shí
䂗	kū
䂙	duī
䂚	yáo
䂛	yú
䂜	bàng
䂝	jié
䂞	zhè
䂟	jiā
䂠	shǐ
䂡	dǐ
䂢	dǒng
䂣	cí
䂤	fù
䂥	mín
䂦	zhēn zhěn
䂧	zhěn
䂩	yàn qìng
䂪	qiǎo diào
䂫	hóng hāng
䂬	gǒng
䂭	qiāo
䂮	lüè lvè
䂯	guài
䂰	là
䂱	ruì
䂲	fǎ
䂳	cuǒ chǎ
䂴	yán
䂵	gōng
䂶	jié
䂷	guāi
䂸	guó
䂹	suǒ
䂺	wǒ kē
䂻	zhèng
䂼	niè
䂽	diào
䂾	lǎi
䂿	tà
䃀	cuì
䃁	yā
䃂	gǔn
䃅	dī
䃇	mián
䃈	jiē
䃉	mín
䃊	jǔ
䃋	yú
䃌	zhēn yīn
䃍	zhào
䃎	zhǎ zhà
䃏	xīng
䃑	bān pán
䃒	hé
䃓	gòu gōu
䃔	hóng qióng
䃕	láo luò
䃖	wù
䃗	bō zhuó
䃘	kēng
䃙	lù
䃚	cù zú
䃛	lián
䃜	yī
䃝	qiào
䃞	shú
䃠	xuàn
䃡	jīn qín
䃢	qīn
䃣	huǐ
䃤	sù
䃥	chuáng
䃦	dūn
䃧	lóng
䃩	náo
䃪	tán
䃫	dǎn
䃬	wěi kuǐ lěi
䃭	gǎn
䃮	dá
䃯	lì
䃰	cā
䃱	xiàn
䃲	pán
䃳	là liè
䃴	zhū
䃵	niǎo
䃶	huái guī guài
䃷	yíng
䃸	xiàn jīn
䃹	làn
䃺	mó
䃻	bà
䃽	guǐ zhī fú
䃾	bǐ
䃿	fū
䄀	huò
䄁	yì
䄂	liù
䄄	yīn
䄅	juàn
䄆	huó huàn
䄇	chéng
䄈	dòu xiáng
䄉	é
䄋	yǎn yàn
䄌	zhuì chuò
䄍	zhà
䄎	qǐ
䄏	yú
䄐	quàn
䄑	huó
䄒	niè
䄓	huáng
䄔	jǔ
䄕	shè
䄘	péng
䄙	míng
䄚	cáo
䄛	lóu
䄜	lí chī
䄝	chuāng
䄟	cuī
䄠	shàn
䄡	dān
䄢	qí
䄤	lài lǎn
䄥	líng
䄦	liǎo
䄧	réng
䄨	yú
䄩	yì
䄪	diǎo
䄫	qǐ
䄬	yí
䄭	nián
䄮	fū
䄯	jiǎn
䄰	yá
䄱	fāng
䄲	ruì
䄳	xiān
䄶	bì bó
䄷	shí
䄸	pò
䄹	nián
䄺	zhì tí
䄻	cháo tiāo táo
䄼	tiǎn
䄽	tiǎn
䄾	rù rǒng
䄿	yì
䅀	liè
䅁	àn
䅂	hé
䅃	qióng jiòng
䅄	lì
䅅	guī wā
䅆	zì
䅇	sù
䅈	yuàn
䅉	yà
䅊	chá
䅋	wǎn
䅌	juān
䅍	tǐng
䅎	yǒu
䅏	huì
䅐	jiǎn
䅑	ruí
䅒	máng
䅓	jǔ
䅔	zī
䅕	jū
䅖	ān ǎn yān yǎn yè
䅗	suì
䅘	lái
䅙	hùn
䅚	quǎn
䅛	chāng
䅜	duò chuí tuǒ
䅝	kōng
䅞	nè
䅟	cǎn
䅠	tí
䅡	xǔ
䅢	jiù
䅣	huáng
䅤	qì
䅥	jié gé
䅦	máo
䅧	yān yìn
䅩	zhǐ qí
䅪	tuí
䅬	ài
䅭	páng
䅮	càng
䅯	táng
䅰	ěn
䅱	hùn
䅲	qí
䅳	chú zōu
䅴	suǒ
䅵	zhuó
䅶	nòu
䅷	tú chú
䅸	shēn zú
䅹	lǒu
䅺	biāo miǎo
䅻	lí
䅼	mán màn
䅽	xīn gǔ
䅾	cén qián
䅿	huáng
䆀	měi
䆁	gāo
䆂	lián
䆃	dào
䆄	zhǎn
䆅	zī
䆈	zhì
䆉	bà
䆊	cuì mèi
䆋	qiū
䆍	lóng
䆎	xiān
䆏	fèi fèn
䆐	guó
䆑	chéng
䆒	jiù
䆓	è ruǎn
䆔	chōng
䆕	yuè
䆖	hóng
䆗	yǎo
䆘	yā zā
䆙	yáo
䆚	tóng dòng
䆛	zhà
䆜	yòu
䆝	xuè zhú
䆞	yǎo
䆟	kè āo
䆠	huàn
䆡	láng
䆢	yuè
䆣	chén
䆦	shèn
䆨	níng
䆩	míng
䆪	hōng
䆫	chuāng
䆬	yǔn
䆭	xuān
䆮	jìn
䆯	zhuó
䆰	yū
䆱	tān
䆲	kāng
䆳	qióng
䆵	chéng
䆶	jiū
䆷	xuè
䆸	zhēng
䆹	chōng tǒng
䆺	pān
䆻	qiào
䆽	qú
䆾	lán làn
䆿	yì
䇀	róng
䇁	sī
䇂	qiān
䇃	sì
䇅	fá
䇇	méng
䇈	huà
䇋	hài
䇌	qiào
䇍	chù qì
䇎	què
䇏	duì
䇐	lì
䇑	bà pī
䇒	jiè
䇓	xū
䇔	luò nuò
䇖	yǔn
䇗	zhōng
䇘	hù
䇙	yǐn
䇛	zhǐ
䇜	qiǎn qiàn
䇞	gān gǎn
䇟	jiàn
䇠	zhù
䇡	zhù
䇢	kǔ gù
䇣	niè
䇤	ruì
䇥	zé
䇦	ǎng yīng
䇧	zhì jī
䇨	gòng xiáng
䇩	yì yè
䇪	chī
䇫	jī
䇬	zhū shū chuǎng
䇭	lǎo
䇮	rèn
䇯	róng
䇰	zhēng
䇱	nà
䇲	cè jiā
䇵	yí
䇶	jué wò
䇷	bié
䇸	chéng tīng
䇹	jùn
䇺	dòu
䇻	wěi
䇼	yì
䇽	zhì zhé
䇾	yán
䈀	sān
䈁	lún
䈂	píng
䈃	zhǎo
䈄	hán
䈅	yù
䈆	dài
䈇	zhào
䈈	féi bā
䈉	shà qiè
䈊	líng
䈋	tà
䈌	qū
䈍	méng máng
䈎	yè
䈏	báo fú
䈐	guì
䈑	guǎ
䈒	nǎn lǎn
䈓	gé qià
䈕	shí tí jī yí
䈖	kē
䈗	suǒ
䈘	cí
䈙	zhòu
䈚	tái
䈛	kuài
䈜	qìn
䈝	xū
䈞	dǔ
䈟	cè zhá
䈠	huǎn yuàn
䈡	cōng sōng
䈢	sǎi xǐ
䈣	zhèng
䈤	qián
䈥	jīn
䈦	zōng
䈧	wěi
䈪	xì
䈫	nà
䈬	pú
䈭	sōu huái
䈮	jù
䈯	zhēn
䈰	shāo
䈱	tāo
䈲	bān pán
䈳	tà
䈴	qiàn
䈵	wēng
䈶	róng
䈷	luò
䈸	hú
䈹	sǒu
䈺	zhōng
䈻	pú
䈼	miè mì
䈽	jīn
䈾	shāo shuò
䈿	mì
䉀	shù
䉁	líng
䉂	lěi
䉃	jiǎng
䉄	léng
䉅	zhì
䉆	diǎo
䉈	sǎn
䉉	gū hú
䉊	fàn
䉋	mèi
䉌	suì
䉍	jiǎn
䉎	táng
䉏	xiè
䉐	kū
䉑	wú
䉒	fán
䉓	luò
䉔	cān
䉕	céng
䉖	líng
䉗	yī
䉘	cóng
䉙	yún
䉚	méng
䉛	yù ǎo
䉜	zhì
䉝	yǐ
䉞	dǎn
䉟	huò
䉠	wéi
䉡	tán
䉢	sè
䉣	xiè
䉤	sǒu
䉥	sǒng
䉦	qiān
䉧	liú liǔ
䉨	yì
䉪	lèi
䉫	lí
䉬	fèi
䉭	liè
䉮	lìn
䉯	xiàn
䉰	xiào jiǎo
䉱	ōu
䉲	mí
䉳	xiān xiǎn
䉴	ráng
䉵	zhuàn zuǎn
䉶	shuāng
䉷	yán
䉸	biàn
䉹	líng
䉺	hóng
䉻	qí
䉼	liào
䉽	bǎn
䉾	bì
䉿	hú
䊀	hú
䊂	cè sè
䊃	pèi
䊄	qióng
䊅	míng
䊆	jiù qiǔ
䊇	bù
䊈	méi
䊉	sǎn
䊊	wèi
䊍	lí
䊎	quǎn qún
䊐	hún
䊑	xiǎng
䊓	shì
䊔	yíng
䊖	nǎn
䊗	huáng
䊘	jiù
䊙	yān
䊛	sà
䊜	tuán
䊝	xiè
䊞	zhé chè
䊟	mén
䊠	xì
䊡	mán
䊣	huáng
䊤	tán dàn
䊥	xiào
䊦	yè
䊧	bì
䊨	luó
䊩	fán
䊪	lì
䊫	cuǐ
䊬	chuā
䊭	dào chóu
䊮	dí
䊯	kuàng
䊰	chú
䊱	xiān
䊲	chàn chǎn
䊳	mí mó
䊴	qiàn
䊵	qiú
䊶	zhèn
䊺	hù
䊻	gān
䊼	chǐ
䊽	guài jué
䊾	mù
䊿	bó
䋀	huà
䋁	gěng
䋂	yáo
䋃	mào
䋄	wǎng
䋈	rú nǎ
䋉	xué
䋊	zhēng
䋋	mín
䋌	jiǎng
䋎	zhàn
䋏	zuó zhà
䋐	yuè
䋑	liè
䋓	zhòu
䋔	bì
䋕	rèn
䋖	yù
䋘	chuò
䋙	ěr
䋚	yì
䋛	mǐ
䋜	qìng
䋞	wǎng
䋟	jì
䋠	bǔ
䋢	biē
䋣	fán pó
䋤	yuè
䋥	lí
䋦	fán
䋧	qú
䋨	fǔ
䋩	ér
䋪	ē
䋫	zhēng
䋬	tiān
䋭	yù
䋮	jìn
䋯	qǐ
䋰	jú
䋱	lái
䋲	chě
䋳	běi
䋴	niù
䋵	yì yè
䋶	xǔ xié
䋷	móu
䋸	xún
䋹	fú
䋻	nín
䋼	tīng yíng
䋽	běng
䋾	zhǎ nà
䋿	wēi
䌀	kē
䌁	yāo
䌂	òu
䌃	xiāo shuò
䌄	gěng
䌅	táng
䌆	guì
䌇	huì
䌈	tà tā
䌊	yáo
䌋	dā
䌌	qì
䌍	jǐn
䌎	lüè lvè
䌏	mì
䌐	mì
䌑	jiān
䌒	lù
䌓	fán
䌔	ōu
䌕	mí
䌖	jié
䌗	fǔ
䌘	biè bì
䌙	huàng
䌚	sū
䌛	yáo
䌜	niè
䌝	jīn jìn
䌞	liǎn
䌟	bó bì
䌠	jiān
䌡	tǐ
䌢	líng
䌣	zuǎn
䌤	shī zhǐ
䌥	yǐn
䌦	dào
䌧	chóu
䌨	cā cài
䌩	miè
䌪	yǎn
䌫	lǎn
䌬	chóng
䌭	jiāo
䌮	shuāng
䌯	quān quán guàn
䌰	niè
䌱	luò
䌳	shī
䌴	luò
䌵	zhú
䌷	chōu chóu
䌸	juàn
䌹	jiǒng
䌺	ěr
䌻	yì
䌼	ruì
䌽	cǎi
䌾	rén
䌿	fú
䍀	lán
䍁	suì
䍂	yú
䍃	yóu
䍄	diǎn
䍅	líng
䍆	zhù
䍇	tà
䍈	píng
䍉	zhǎi
䍊	jiāo
䍋	chuí
䍌	bù
䍍	kòu
䍎	cùn xiǎn
䍐	hǎn
䍑	hǎn
䍒	mǒu
䍓	hù
䍔	gōng
䍕	dī dǐ
䍖	fú
䍗	xuàn
䍘	mí
䍙	méi mǒu
䍚	làng
䍛	gù
䍜	zhào
䍝	tà
䍞	yù
䍟	zòng
䍠	lí
䍡	lù
䍢	wú
䍣	léi
䍤	jǐ
䍥	lì
䍦	lí
䍨	pō fèi
䍩	yǎng
䍪	wà
